Date,Month,Day,Year,WeekDay,Count,Institute,Program,Booking Event Type,financialYear
10/31/13,10,31,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,3,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore County",B.A. in History,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,3,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,3,"U of MD, Baltimore",M.S. in Social Work,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,5,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,5,"U of MD, Baltimore County",M.P.S. in Cybersecurity,Academic Study Session,FY2014
10/31/13,10,31,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,6,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,3,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,3,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,4,Towson University,B.S. in Elementary & Special Education,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,2,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,6,"U of MD, University College",Graduate Programs,Academic Study Session,FY2014
11/1/13,11,1,2013,Friday,5,USG Internal,Priddy Library,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,3,"U of MD, Baltimore County",M.P.S. in Cybersecurity,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,3,"U of MD, Baltimore County",M.P.S. in Cybersecurity,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,4,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,3,Salisbury University,B.S. in Exercise Science,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,4,"U of MD, University College",Graduate Programs,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,5,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/2/13,11,2,2013,Saturday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,5,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, College Park",M.Ed. Curriculum & Instruction (Studies in STEM),Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,4,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,4,Towson University,B.S. in Elementary & Special Education,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,6,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,2,"U of MD, College Park",B.A. in Criminology & Criminal Justice,Academic Study Session,FY2014
11/3/13,11,3,2013,Sunday,3,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,5,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,6,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, College Park",M.Ed. in Human Development,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,Towson University,B.S. in Early Childhood Education,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,8,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,5,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,9,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/4/13,11,4,2013,Monday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,Towson University,B.S. in Elementary & Special Education,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,6,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,6,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,6,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,4,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,4,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, Baltimore County",B.A. in History,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,6,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/5/13,11,5,2013,Tuesday,8,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,7,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,6,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,5,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,3,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,4,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,3,"U of MD, University College",Graduate Programs,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,4,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,4,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,3,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,8,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,6,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,3,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/6/13,11,6,2013,Wednesday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,6,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,4,"U of MD, College Park",M.S. in Business & Management (Accounting),Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,4,"U of MD, Baltimore County",M.P.S. in Cybersecurity,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,3,"U of MD, College Park",Master of Business & Management: Marketing,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,3,"U of MD, Baltimore County",M.P.S. in Cybersecurity,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, Baltimore County",M.P.S. in Cybersecurity,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,5,"U of MD, Baltimore County",M.P.S. in Cybersecurity,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,5,"U of MD, Baltimore County",M.P.S. in Cybersecurity,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/7/13,11,7,2013,Thursday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,4,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, Baltimore County",B.A. in History,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,5,"U of MD, Baltimore County",B.A. in History,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,4,"U of MD, College Park",Master of Business & Management: Marketing,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, College Park",Master of Business & Management: Marketing,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,4,"U of MD, College Park",Master of Business & Management: Marketing,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,6,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,2,"U of MD, University College",Graduate Programs,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,5,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2014
11/8/13,11,8,2013,Friday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,2,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,6,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,4,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,2,Bowie State University,Ed.D in Education,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,3,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,2,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,4,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,4,"U of MD, Baltimore County",M.P.S. in Industrial Organizational Psychology,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/9/13,11,9,2013,Saturday,2,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2014
11/10/13,11,10,2013,Sunday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/10/13,11,10,2013,Sunday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
11/10/13,11,10,2013,Sunday,7,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2014
