Request Date , Request # ,University,Semester,Year,Course, ISBN , Title , Author , pub_date , Call No , Syllabi , Comments
7/17/13,255744," University of Maryland, Baltimore County ",Fall,2013, ENGL347 ,9.78E+12, Red Harvest ," Hammett, Dashiell ",1989, PS3515.A4347 R4 1992 , N , 0 loans; Deleted 1/13 
7/17/13,453061," University of Maryland, Baltimore County ",Fall,2013, ENGL347 ,9.78E+12, The Dark Side of the Screen: Film Noir ," Hirsch, Foster ",2008, PN1995.9.F54 H57 2008 , N , 0 loans; Deleted 1/13 
7/17/13,991156," University of Maryland, Baltimore County ",Fall,2013, ENGL347 ,9.78E+12," Farewell, My Lovely "," Chandler, Raymond ",1988, PS3505.H3224 F3 1992 , N , 0 loans; Deleted 1/13 
12/17/14,239770," University of Maryland, Baltimore County ",Spring,2015, HIST411 ,9.78E+12, Invitation to Vernacular Architecture: A Guide to the Study of Ordinary Buildings and Landscapes , Thomas Carter and Elizabeth Collins Cromley ,2005, NA705 .C38 2005 , N , Entered 1/13
12/17/14,405851," University of Maryland, Baltimore County ",Spring,2015, HIST411 ,9.78E+12, A Field Guide to American Houses: The Definitive Guide to Identifying and Understanding America's Do , Virginia Savage McAlester ,2013, NA7205 .M35 2013 , N , Entered 1/14
12/17/14,490842," University of Maryland, Baltimore County ",Spring,2015, HIST301 ,9.78E+12, Nature's Metropolis: Chicago and the Great West , William Cronon ,1992, F548.4 .C85 1992 , N , Entered 1/13
8/20/15,540716," University of Maryland, Baltimore County ",Fall,2015, HIST343 ,9.78E+12, The comanche empire , Hamalainen ,2008, E99.C85 H27 2008 ,  , 0 LOAN 
12/17/14,744957," University of Maryland, Baltimore County ",Spring,2015, HIST411 ,9.78E+12, How Buildings Learn: What Happens After They're Built , Stewart Brand ,1995, NA2542.4 .B73 1995 , N , Entered 1/13
12/17/14,905153," University of Maryland, Baltimore County ",Spring,2015, HIST301 ,9.78E+12, NOT IN MY NEIGHBORHOOD , Antero Pietila ,2011, F189.B19 A285 2010 , N , 3 loans; Deleted in Aleph 6/25/2015 
12/17/14,934108," University of Maryland, Baltimore County ",Spring,2015, HIST301 ,9.78E+12, The New Urban Landscape , David Schuyler ,1988, HT167 .S285 1988 , N , Entered 1/13
12/17/14,994341," University of Maryland, Baltimore County ",Spring,2015, HIST301 ,9.78E+12, The Death and Life of Great American Cities | Edition: , Jane Jacobs ,1992, HT167 .J33 1992 , N , Entered 1/13
8/12/14,272388," University of Maryland, Baltimore County ",Fall,2014, PSYC672 ,9.78E+12, Fundamental Statistics For The Behavioral Sciences , Howell ,2013, HA29 .H78 2014 , N , Deleted 12/18; 0 loans 
6/1/11,337106," University of Maryland, College Park ",Summer,2011, EDMS645 , 020518460X , Statistical reasoning for the behavioral sciences , Richard J. Shavelson ,1996, HA29.S5592 1996 , N , Deleted 9/1 
8/28/15,940959," University of Maryland, College Park ",Fall,2015, BMGT321 ,9.78E+12, Cost accounting : a managerial emphasis , HORNGREN ,2014, HF5686.C8 H59 2015 ,  , 1 LOAN 
10/11/10,564168, University of Maryland Eastern Shore ,Spring,2011, CMTE312 , 978-0135064764 , Building Construction , Madan Mehta ,2009,  , N , Deleted 5/24 
6/1/11,199069, University of Baltimore ,Fall,2011, HSMG498 , 978-1405179188 , Strategic Management for Healthcare Organizations ," Linda E. Swayne, W. Jack Duncan, Peter M. Ginter ",2009, RA971.D78 2008 , Y , Deleted 11/16 
6/1/11,233888, University of Baltimore ,Summer,2011, HSMG491 ,9.78E+12, Health program planning and evaluation : a practical and systematic approach for community health , L. Michele Issel ,2009, RA394.9.I87 2009 , N , Deleted 9/1 
6/1/11,388847, University of Baltimore ,Fall,2011, HSMG378 , 978-0763751593 , Introduction to Global Health , Kathryn H. Jacobsen ,2007, RA441.J33 2008 , Y , Deleted 1/4 
7/2/14,655493," University of Maryland, Baltimore County ",Fall,2014, POLI300 ,9.78E+12, Political Science Research Methods , Janet Johnson and H.T. Reynolds ,2011, JA71 .J55 2012 , N , Deleted 12/18; 18 loans 
7/17/13,856412," University of Maryland, Baltimore County ",Fall,2013, POLI300 ,9.78E+12, Political Science Research Methods , Buttolph and Reynolds ,2011, JA71 .J55 2012 , N , 23 loans; Deleted 1/16 
1/28/15,120846," University of Maryland, College Park ",Spring,2015, SPHL400 ,  , Global health 101 , Richard Skolnik ,2012, RA441 .S56 2012 , N , Entered 2/11 
8/6/12,186020," University of Maryland, College Park ",Fall,2012, SPHL400 ,9.78E+12, Global Health 101 ," Skolnik, Richard L. ",2012, RA441 .S56 2012 , N , 12 loans; Deleted 1/2 
12/18/13,340205," University of Maryland, College Park ",Spring,2014, HLTH371 ,9.78E+12, Hands On Social Marketing ," Weinrich, Nedra ", 10/12/2010 , HF5414 .W44 2013 , N , 23 loans; Deleted 5/22 
9/1/11,498936," University of Maryland, College Park ",Fall,2011, SPHL 400 ,9.78E+12, Global Health 101 ," Skolnik, Richard L. ",2011,  ,  , Ordered 9/1 
11/17/10,725091," University of Maryland, College Park ",Fall,2010, SPHL400 ,  ," International Public Health: Diseases, Programs, Systems and Policies ", Michael H. Merson ,2006, REF RA441 I578 2006 , N , Deleted 1/18 
11/17/10,805905," University of Maryland, College Park ",Fall,2010, SPHL400 ,  , Essentials of Global Health , Richard Skolnik ,2008, RA441 S56 2008 , N , Deleted 1/18 
12/18/13,914254," University of Maryland, College Park ",Spring,2014, SPHL400 ,  , Global Health 101 ," Skolnik, R. ",2011, RA441 .S56 2012 , N , 29 loans; Deleted 6/2 
12/12/13,850383," University of Maryland, Baltimore County ",Spring,2014, CYBR620 ,9.78E+12, Introduction to Computer Security , Michael Goodrich & roberto Tamassia ,2010, QA76.9.A25 G655 2011 , N , 0 loans; Deleted 5/22 
12/12/13,942713," University of Maryland, Baltimore County ",Spring,2014, CYBR620 ,9.78E+12, Principles of Computer Security CompTIA Security and Beyond ," Conklin, White, & Williams ",2011, QA76.3 .P75 2012 , N , 0 loans; Deleted 5/22 
8/5/15,182376," University of Maryland, College Park ",Fall,2015, CCJS352 ,9.78E+12, The Corner: A Year in the Life of an Inner-City Neighborhood , David Simon and Edward Burns ,1998, HV5833.B2 S55 1998 , N , 0 LOANS 
1/20/15,215779," University of Maryland, College Park ",Spring,2015, EDCI665 ,  , Word Journeys ," Ganske, Kathy ",2014, LB 1574.5 .G25 2013 , N , Entered 1/20
1/26/15,327106," University of Maryland, College Park ",Spring,2015, EDCI665 ,  , Qualitative reading inventory 5. ," Lauren Leslie, JoAnne Schudt Caldwell ",2011, LB1050.75.Q34 L47 2011 , N , Entered 1/20
1/20/15,720308," University of Maryland, College Park ",Spring,2015, EDCI665 ,9.78E+12, One Child at a Time ," Johnson, Pat ",2006, LB 1050.5 J584 2006 , N , Entered 1/20
1/20/15,924815," University of Maryland, College Park ",Spring,2015, EDCI665 ,  , Essential readings on struggling learners ," Allington, Richard L. ",2010, LB 1050.5 .E85 2010 , N , Entered 1/20
3/19/15,207941," University of Maryland, Baltimore County ",Summer,2015, ENMG658 ,9.78E+12, The Essentials of Finance and Accounting for Nonfinancial Managers ," Fields, Edward ",2011, HF5636 .F526 2011 , N , Ordered 3/23 
4/15/13,258633," University of Maryland, College Park ",Spring,2013, ANTH429A , Item No.: AMEX6905 , The Great Fever , PBS ,2006,  , N , will bring personal copy 
11/4/14,294210," University of Maryland, College Park ",Fall,2014, ANTH429A ,76703918, DVD The Black Death , A&E ,1997, prof's copy , N , Deleted 12/21; 0 loans 
4/5/13,363903," University of Maryland, College Park ",Spring,2013, ANTH429A ,  , DVD Contagion , Steven Soderbergh (director) ,2011, prof's copy , N , 4 loans; Deleted 5/20 
11/9/12,527067," University of Maryland, College Park ",Spring,2013, ANTH429A ,9.78E+12, The Microbial Challenge ," Krasner, Robert ",2010, QR46 .K734 2010 , N , 7 loans; Deleted 5/20 
11/4/14,695927," University of Maryland, College Park ",Fall,2014, ANTH429A ,  , DVD History's Mysteries: Smallpox , The history channel ,2002, prof's copy , N , Deleted 12/21; 0 loans 
4/2/14,739641," University of Maryland, College Park ",Spring,2014, ANTH429A ,  , The Black Death , A&E ,1997, prof's copy , N , 0 loans; Deleted 4/23 
11/9/12,880707," University of Maryland, College Park ",Spring,2013, ANTH429A ,9.78E+12, Twelve DIseases that Changed our World ," Sherman, Irwin ",2007,  , N , 2 loans; Deleted 5/20 
2/9/15,915220," University of Maryland, College Park ",Spring,2015, ANTH429A ,  , Influenza 1918 , PBS ,1998, MEDIA RA644.I6 I54 1998 ,  , Entered 2/9
7/25/14,131630," University of Maryland, College Park ",Fall,2014, ANTH429A ,  , Twelve Diseases that Changed our World ," Sherman, Irwin W. ",2007, RA649 .S44 2007 , N , Deleted 12/21; 0 loans 
1/31/14,143790," University of Maryland, College Park ",Spring,2014, SPHL402 , 978-0312425845 , Voices from Chernobyl: The Oral History of the Nuclear Disaster. ," Alexievich, Svetlana and Keith Gessen ",2006, MCK TD186.5.B35 A4413 , N , 3 loans; Deleted 6/2 
1/31/14,147414," University of Maryland, College Park ",Spring,2014, SPHL402 , 978-0307718969 , Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital. ," Fink, Sheri ",2013, RA975.D57 F56 2013 , N , 0 loans; Deleted 6/2 
2/27/14,154300," University of Maryland, College Park ",Spring,2014, ANTH429A , 978-1608834839 , DVD Bad Blood: A Cautionary Tale , KQED ,2010, prof's copy , N , 0 loans; Deleted 3/4 
1/29/13,230004," University of Maryland, College Park ",Spring,2013, ANTH429D , 978-0-631-22999-5 , Kinship and Family: An Anthropological Reader , Robert Parkin and Linda Stone ,2004, MCK GN487 .K53 2004 , N , 5 loans; Deleted 5/20 
1/31/14,240005," University of Maryland, College Park ",Spring,2014, ANTH429A , 978-1-4496-7375-8 , The Microbial Challenge ," Krasner, Robert I and Teri Shors ",2013, QR46 .K734 2014 , N , 8 loans; Deleted 5/22 
1/31/14,312661," University of Maryland, College Park ",Spring,2014, SPHL402 , 978-0671207144 , The Johnstown Flood. ," McCullough, David ",1987, F159 .J7 M16 1987 , N , 0 loans; Deleted 6/2 
10/2/12,371670," University of Maryland, College Park ",Fall,2012, ANTH429A ,9.78E+12, Bad Blood: A Cautionery tale , Marilyn Ness ,2012, Prof's copy , Y , Deleted 10/16; 3 loans 
7/25/14,390964," University of Maryland, College Park ",Fall,2014, ANTH429A ,  , The Microbial Challenge ," Krasner, Richard ",2013, QR46 .K734 2014 , N , Deleted 12/21; 4 loans 
9/25/12,441450," University of Maryland, College Park ",Fall,2012, ANTH429A , 978-1555812416 , The Microbial Challenge , Robert  I. Krasner Page ," June 10, 2007 ", QR46 .K734 2010 , Y , 4 loans; Deleted 1/15 
2/27/14,530877," University of Maryland, College Park ",Spring,2014, ANTH429A ,793696216, VHS Influenza 1918 , PBS Home Video ,1998, prof's copy , N , 0 loans; Deleted 3/4 
1/31/14,533257," University of Maryland, College Park ",Spring,2014, ANTH429A , 978-1555814663 , Twelve Diseases that Changed our World ," Sherman, Irwin W ",2007, RA649 .S44 2007 , N , 4 loans; Deleted 5/22 
9/25/12,645789," University of Maryland, College Park ",Fall,2012, ANTH429A , 978-1555814663 , Twelve Diseases That Changed Our World , Irwin W. Sherman ," June 10, 2007 ", RA649 .S44 2007 , Y , 0 loans; Deleted 1/15 
1/31/14,836498," University of Maryland, College Park ",Spring,2014, SPHL402 , 978-0-618-34697-4 , The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl ," Egan, Timothy ",2006, MCK F595 .E38 2006 , N , 0 loans; Deleted 6/2 
1/31/14,836757," University of Maryland, College Park ",Spring,2014, SPHL402 , 978-0393326710 , The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the Un , National Commission on Terrorist Attacks ,2004, MCK HV6432.7 .N38 2004 , N , 0 loans; Deleted 6/2 
2/4/15,869941," University of Maryland, College Park ",Spring,2015, ANTH429A ,  , The microbial challenge : a public health perspective ," Robert I. Krasner, Teri Shors ",2014, QR46 .K734 2014 , N , Entered 2/3
2/4/15,872880," University of Maryland, College Park ",Spring,2015, ANTH429A ,  , Twelve diseases that changed our world , Irwin W. Sherman ,2007, RA649 .S44 2007 , N , Entered 2/3
11/16/10,949382," University of Maryland, College Park ",Fall,2010, ANTH429B ,  , Forensic science : an introduction to scientific and investigative techniques 3rd ed ," James,Stuart H.  Nordby,Jon J. ",2009, HV8073.F5835 2009 , N , Deleted 1/12 
1/13/14,891993," University of Maryland, College Park ",Spring,2010, LBSC708O , 0916489868 9780916489861 , Hidden sources : family history in unlikely places ," Pfeiffer, Laura Szucs ",2000, CS14 .P48 2000 , N , 0 loans; Deleted 5/22 
9/5/13,115271," University of Maryland, Baltimore County ",Fall,2013, PSYC345 ,9.78E+12, One family's story. A primer on Bowen theory ," Kerr, Michael ",2008, RC488.5 .K46 2011 , N , 1 loan; Deleted 1/22 
5/15/14,124412," University of Maryland, Baltimore County ",Fall,2014, PSYC345 ,9.78E+12, Clinical Psychology , Timothy Trull and Mitch Prinstein ,2012, RC467 .T78 2013 , N , Deleted 12/18; 8 loans 
9/5/13,383384," University of Maryland, Baltimore County ",Fall,2013, PSYC345 , 978-0684829463 , Dora:.An analysis of a case of hysteria ," Freud, Sigmond ",1963, BF173 .F675 1997 , N , 2 loans; Deleted 1/22 
9/5/13,517726," University of Maryland, Baltimore County ",Fall,2013, PSYC345 , 978-0452009288 , Cognitive therapy and the emotional disorders ," Beck, Aron ",1976, RC489.C63 B4 1979 , N , 1 oan; Deleted 1/22 
9/5/13,744414," University of Maryland, Baltimore County ",Fall,2013, PSYC345 ,  , The theory and practice of group psychotherapy ," Yalom, Irvine ", 1995 (2005) , RC488 .Y3 2005 , N , 2 loans; Deleted 1/22 
8/30/12,300754," University of Maryland, College Park ",Fall,2012, LBSC742 ,  , Teaching for inquiry: Engaging the learning within. ," Small, R.V., Arnone, M.P., Stripling, B.K. & Berger, P. ",2012, ZA3075 .T423 2012 ,  , 2 loans; Deleted 1/4 
11/16/12,856293," University of Maryland, College Park ",Spring,2013, LBSC742 ,  , Teaching for inquiry ," Small, R.V. Arone, M.P. Stripling, BK and Berger P ",2012, ZA3075.T423 2012 , N , 0 loans; Deleted 2/3 
11/8/11,162486, Towson University ,Fall,2011, ECED201 ,  , Child development , John Santrock ,2011, RJ131 .S264 2011 , Y , Deleted 12/21 
11/8/11,486816, Towson University ,Fall,2011, ECED315 ,  , Blended practices for teaching young children in inclusive settings ," Jennifer Grisham-Brown, Mary Louise Hemmeter, and Kristie Pretti-Frontczak ",2005, LB1139.23 .G75 2005 , N , Deleted 12/21 
11/8/11,642365, Towson University ,Fall,2011, ECED315 ,  ," Infants, toddlers, and caregivers : a curriculum of respectful, responsive care and education "," Janet Gonzalez-Mena, Dianne Widmeyer Eyer ",2012, HQ778.63 .G663 2012 , Y , Deleted 12/21 
1/12/12,659465, Towson University ,Spring,2012, ECED605 ,  , Creative thinking and arts-based learning : preschool through fourth grade 5th ed ," Isenberg,Joan Packer & Jalongo,Mary Renck ",2006, 4th ed LB1139.35.A37 I86 2006 , Y , Deleted 5/21 
1/12/12,714774, Towson University ,Spring,2012, ECED605 ,  , The power of projects : meeting contemporary challenges in early childhood classrooms-- strategies a ," Helm, Judy Harris & Beneke,Sallee ",2003, LB1139.35.P8 P69 2003 , Y , Deleted 5/21 
1/12/12,967646, Towson University ,Spring,2012, ECED461 ,  , Growing artists : teaching the arts to young children 5th ed ," Koster, Joan Bouza ",2009, LB1139.5.A78 K67 2009 , Y , Entered 12/13 
12/8/14,276671," University of Maryland, Baltimore County ",Spring,2015, BTEC654 ,9.78E+12, The Business of Bioscience: What goes into making a Biotechnology Product , Craig D. Shimasaki ,2009, HD9999.B442 S556 2009 , N , Entered 12/10
12/8/14,329719," University of Maryland, Baltimore County ",Spring,2015, BTEC654 ,9.78E+12, Bringing New Technology to Market , Kathleen Allen ,2002, HF5415 .A432 2003 , N , Entered 12/10
11/11/14,648252," University of Maryland, Baltimore County ",Spring,2015, BTEC654 , 978-1-4020-6936-9 , What Every Woman Should Know about Cervical Cancer ," MARKOVIC, OLIVERA ",2008, RC280 .U8 M37 2010 , N , Entered 12/01
4/22/11,373297," University of Maryland, Baltimore County ",Summer,2011, MUSC336 ,9.78E+12, A Day in the Life: The Music and Artistry of the Beatles , Mark Hertsgaard ,2011, RA566.C666 2008 , N , Deleted 9/1 
2/23/15,158230," University of Maryland, College Park ",Spring,2015, PSYC353 , 978-0205961719 , Abnormal Psychology in a Changing World Plus NEW MyPsychLab with eText -- Access Card Package ," Jeffrey S. Nevid, Ph.D., Spencer A. Rathus, Beverly Greene, Ph.D. "," July 31, 2013 ",  , N , Entered 3/15
8/5/15,226887," University of Maryland, College Park ",Fall,2015, PSYC356 ,9.78E+12, Adolescence and Emerging Adulthood , Jeffrey Arnett ,2013, HQ796 .A7255 2013 ,  , 19 LOANS 
8/5/15,253758," University of Maryland, College Park ",Fall,2015, ccjs360 ,9.78E+12," Victimology: Legal, Psychological, and Social Perspectives ", Wallace and Roberson ,2014, HV6250.3.U5 W35 , N , 19 LOANS 
2/23/15,406535," University of Maryland, College Park ",Spring,2015, CCJS461 ,132973197, Criminal Behavior: A Psychological Approach ," Curt R. Bartol, Anne M. Bartol "," December 31, 2012 ", HV6080 .B37 2014 , N , Entered 3/224 
7/25/14,747532," University of Maryland, College Park ",Fall,2014, PSYC355 , 978-0205831913 , Infants and Children: Prenatal Through Middle Childhood , Laura E. Berk ,2012, RJ131 .B3863 2012 , N , Deleted 12/18; 0 loans 
9/9/13,174106," University of Maryland, College Park ",Fall,2013, BMGT340 , 978-0078034633 , Fundamentals of Corporate Finance ," Ross, Stephen; Westerfield, Randolph; and Jordan, Bradford ",2012, HG4026 .R677 2013 , N , 22 loans; Deleted 1/7 
9/10/14,343224," University of Maryland, College Park ",Fall,2014, BMGT340 , 978-0133507676 , Fundamentals of Corporate Finance ," Berk, Jonathan; DeMarzo, Peter; Harford, Jarrad ",2012, HG4026 .B464 2015 , N , Deleted 12/21; 15 loans 
6/10/15,599614," University of Maryland, College Park ",Fall,2015, BMGT340 ,9.78E+12, Fundamentals of Corporate Finance , Berk; DeMarzo; and Harford ,2015, HG4026 .B464 2015 , N , 44 LOANS 
11/1/10,862908," University of Maryland, College Park ",Spring,2011, LBSC646 ,9.78E+12, Literature for Today's Young Adults ," Nilson, Alleen P ",2008, Z1037.A1D578 2009 , N , Deleted 5/26 
9/9/13,148307," University of Maryland, Baltimore County ",Fall,2013, PSYC375 ,  , The brain that changes itself : stories of personal triumph from the frontiers of brain science ," Doidge, Norman ",2007, prof's copy , N , 5 loans; Deleted 1/22 
3/7/14,173257," University of Maryland, Baltimore County ",Summer,2014, PSYC393 , 978-0521898393 , Resilience and Mental Health: Challenges Across the Lifespan ," Southwick, Litz, Charney,ë_Friedman ",2011, RA790 .R447 2011 , N , 0 loans; Deleted 8/13 
11/15/10,298518," University of Maryland, Baltimore County ",Fall,2010, PSYC335 ,  , Brain & Behavior: An Introduction to Biological Psychology ," Garrett, Bob ",2011, QP360.G375 2011 , N , Deleted 1/20 
12/17/12,299310," University of Maryland, Baltimore County ",Spring,2013, PSYC390 ,878935347," Psychopharmacology: Drugs, the Brain and Behavior ", Meyer and Quenzer ,2004, RM315 .M478 2005 , N , 4 loans; Deleted 5/22 
6/3/15,341969," University of Maryland, Baltimore County ",Fall,2015, PSYC375 ,9.78E+12, The brain that changes itself: stories of personal triumph from the frontiers of brain science ," Doidge, Norman ",2007, Professor Copy , N , 20 LOANS 
9/9/13,369936," University of Maryland, Baltimore County ",Fall,2013, PSYC375 ,  , The man who mistook his wife for a hat and other clinical tales , Oliver Sacks ,1998, RC351 .S195 1998 , N , 1 loan; Deleted 1/22 
9/8/14,400560," University of Maryland, Baltimore County ",Fall,2014, PSYC375 , 978-0684853949 , The man who mistook his wife for a hat and other clinical tales , Oliver Sacks ,1970, RC351 .S195 1998 , N , Deleted 12/18 
4/2/15,541500," University of Maryland, Baltimore County ",Summer,2015, PSYC393 ,9.78E+12, Resilience and Mental Health: Challenges Across the Lifespan ," Southwick, Litz, Charney and Friedman ",2011, RA790 .R447 2011 , N , Entered 4/13 
4/30/12,570317," University of Maryland, Baltimore County ",Spring,2012, PSYC390 ,  , Ghost in your Genes , Nova ," October 16,2007 ",  , N , Entered 4/30 
12/9/11,574271," University of Maryland, Baltimore County ",Spring,2012, PSYC390 , 0-87893-534-7 ," Psychopharmacology: Drugs, the Brain and Behavior ", Meyer and Quenzer ,2005, RM315 .M478 2005 , N , Deleted 6/12 
9/8/14,603099," University of Maryland, Baltimore County ",Fall,2014, PSYC375 , 978-0143113102 , The brain that changes itself: stories of personal triumph from the frontiers of brain science , Norman Doidge ,2007, prof's copy , N , Deleted 12/18; 7 loans 
12/23/13,780254," University of Maryland, Baltimore County ",Spring,2014, PSYC390 ,9.78E+12," Psychopharmacology: Drugs, the Brain and Behavior ", Meyer & Quenzer ,2013, RM315 .M478 2013 , N , 13 loans; Deleted 5/27 
9/14/15,787252," University of Maryland, Baltimore County ",Fall,2015, PSYC375 ,9.78E+12, Neuroanatomy through Clinical Cases ," Blumenfeld, Hal ",2010, Professor Copy , N , 21 LOANS 
4/2/15,824992," University of Maryland, Baltimore County ",Summer,2015, PSYC393 ,9.78E+12, Resilience: The Science of Mastering Life's Greatest Challenges ," Southwick, Litz, Charney and Friedman ",2012, BF698.35.R47 S68 2012 ,  , Entered 04-27-2015 
9/9/13,849622," University of Maryland, Baltimore County ",Fall,2013, PSYC375 ,  , The brain and behavior : an introduction to behavioral neuroanatomy ," David L. Clark, Nashaat N. Boutros, Mario F. Mendez ",2010, QM455 .C55 2010 , N , 1 loan; Deleted 1/22 
7/1/15,894340," University of Maryland, Baltimore County ",Fall,2015, PSYC375 ,9.78E+12, Neuroanatomy through Clinical Cases , Blumenfeld ,2010, QP363.3 .D65 2007 ,  , 26 LOANS 
7/22/14,992442," University of Maryland, Baltimore County ",Fall,2014, PSYC375 ,9.78E+12, The Brain and Behavior: An Introduction to Behavioral Neuroanatomy ," Clark, David L. ",2011, QM455 .C55 2010 , N , Deleted 12/18; 2 loans 
12/12/13,130311," University of Maryland, Baltimore County ",Spring,2014, PSYC601 ,9.78E+12, Using Multivariate Statistics , Linda S. Fidell ,2012, QA278 .T3 2013 , N , 0 loans; Deleted 5/27 
7/17/13,397897," University of Maryland, Baltimore County ",Fall,2013, PSYC672 , 9780495811251 (8th 9781285076911) , Fundamental Statistics for the Behavioral Sciences , David Howell , 2010 (8th 2013) , HA29 .H78 2014 , N , 4 loans; Deleted 1/22 
10/8/13,464358," University of Maryland, College Park ",Fall,2013, SPHL415 ,9.78E+12, Essentials of public health biology : a guide for the study of pathophysiology , Constance Urciolo Battle ,2009, RA425 .E744 2009 , N , 1 loan; Deleted 1/24 
5/29/13,427070," University of Maryland, Baltimore County ",Fall,2013, POLI480 ,9.78E+12, Sovereignty: Evolution of an Idea , Robert Jackson ,2007, KZ4041 .J33 2007 , N , Entered 8/5 
5/29/13,512391," University of Maryland, Baltimore County ",Fall,2013, POLI480 ,9.78E+12, The City and the City , China Mieville ,2010, PR6063.I265 C58 2010 , N , Entered 8/5 
8/28/13,623763," University of Maryland, Baltimore County ",Fall,2013, POLI490 ,691029105, The sovereign State and Its Competitors , Hendrik Spruyt ,1996, JC327 S65 1996 , Y , Entered 8/28 
5/29/13,184210," University of Maryland, Baltimore County ",Fall,2013, POLI480 ,9.78E+12, The Sovereign State and its Competitors , Hendrik Spruypt ,1996, JC327 .S65 1996 , N , Entered 8/28 
10/26/14,229223," University of Maryland, Baltimore ",Spring,2015, SWCL744 , 978-0840029157 , Psychopathology: A competency based assessment model for social workers ," Gray, Susan W. and Zide, Marilyn ",2013, RC480.5 .G678 2013 , N , Entered 11/11
10/26/14,282673," University of Maryland, Baltimore ",Spring,2015, SWCL744 ,  ," Diagnostic and Statistical Manual of Mental Disorders, 5th Edition ", American Psychiatric Association ,2013, RC455.2.C4 D536 2013 , N , On nursing reserves 
10/30/15,440879," University of Maryland, Baltimore ",Spring,2016, SWCL730 ,9.78E+12, Psychiatric Rehabilitation ," Pratt, Carlos W.; Gill, Kenneth J.; Barrett, Nora M.; Roberts,  Melissa M. ", 10/08/13 , RC439.5 .P765 2013 ,  , on reserve 11-04-2015 
10/26/14,775997," University of Maryland, Baltimore ",Spring,2015, SWCL730 ,9.78E+12, Psychiatric Rehabilitation ," Pratt, Carlos W.; Gill, Kenneth; Barrett, Nora M.; Roberts, M.M. ",2013, RC439.5 .P765 2013 , N , Entered 11/11
7/29/15,977825," University of Maryland, Baltimore ",Fall,2015, SOWK645 ,  , Dimensions of human behavior: Person and environment ," Hutchison, Elizabeth ",2015, HM1033 .D56 2015 , N , 0 LOANS 
4/22/13,140356," University of Maryland, Baltimore County ",Fall,2013, AGNG401 , 978-0826125750 , Multidisciplinary Perspectives on Aging , Tepper and Cassidy ,2004, RA564.8 .M84 2004 , N , 3 loans; Deleted 1/7 
4/22/13,902885," University of Maryland, Baltimore County ",Fall,2013, AGNG401 , 978-0470886298 , From Management to Leadership: Practical Strategies for Health Care Leaders ," Jo, Manion ",2005, RA971 .M3468 2005 , N , 1 loan; Deleted 1/7 
8/31/12,408018," University of Maryland, Baltimore ",Fall,2012, SOWK630 ,  , The Social Work Skills Workbook ," Cournoyer, B ",2011, HV11 .C786 2011 , N , 0 loans; Deleted 1/2 
8/31/12,832023," University of Maryland, Baltimore ",Fall,2012, SOWK630 ,  , Direct Social Work Practice: Theory and Skills ," Hepworth, D.H., Rooney, R.H., Rooney, G.D., Strom-Gottfried, K & Larsen, J ",2012, HV40 .H53 2013 , N , 0 loans; Deleted 1/2 
11/7/12,365947," University of Maryland, Baltimore County ",Spring,2013, SOWK470 ,9.78E+12, The Practice of Research in Social Work , Engel ,2012, HV11 .E57 2013 , N , 0 loans; Deleted 5/22 
4/20/15,212946, University of Maryland Eastern Shore ,Fall,2015, HMGT305 ,9.78E+12, Essentials of Entrepreneurship and Small Business Management ," Scarborough, Norman M. ",2013, HD62.7 .Z55 2014 , N , 7 loans 
4/20/15,426179, University of Maryland Eastern Shore ,Fall,2015, HMGT340 ,9.78E+12, Hotel & Restaurant Accounting ," Cote, Raymond. ",2011, HF5686.H75 C628 2012 , N , 5 loans 
4/20/15,861937, University of Maryland Eastern Shore ,Fall,2015, HMGT301 ,9.78E+12, Managing Front Office Operations , Michael L. Kasavana ,2014, TX911.3.M27 K385 2013 , N , 35 loans
1/29/16,591100, University of Baltimore ,Spring,2016, SOWK670 ,9.78E+12, Essential Research Methods For Social Work ," Rubin, Allen ",2016, Professor Copy ,  , Professor Copy on reserves 1/28 needs to be replaced with ordered copy once it comes in. 
8/1/13,535389," University of Maryland, College Park ",Fall,2013, SPHL498N ,9.78E+12, Essentials of Environmental Health , Robert Friis ,2010, RA565 .F75 2012 , Y , 1 loan; Deleted 1/24 
7/17/15,685735," University of Maryland, College Park ",Fall,2015, CCJS340 ,9.78E+12, Management and Supervision in Law Enforcement ," Hess, Karen Orthmann, Christine and LaDue, Shaun ",2015, HV7936.P47 O78 2016 , N , 40 LOANS 
7/17/15,703603," University of Maryland, College Park ",Fall,2015, CCJS498Y ,9.78E+12, Heavy Hands , Gossellin ,2014, HV6626.G67 2014 ,  , 12 LOANS 
5/26/11,433434," University of Maryland, Baltimore County ",Summer,2011, PSYC 393-3 ,9.78E+12, Essentials of Abnormal Psychology ," Duran, V.M., & Barlow, D.H. ",2010, RC454.D87 2010 , N , Deleted 9/1 
6/28/11,513151," University of Maryland, Baltimore County ",Summer,2011, PSYC393-3 ,  , CD-ROM Essentials of Abnormal Psychology ," Duran, V.M., & Barlow, D.H. ",2010, RC454.D87 2010 , N , Deleted 9/1 
